caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
Large canoe with many people on lake with trees lining shore.,11,174,174,0,3,2,28
A group of people paddle a long canoe in a clear lake bordered by pine woods.,16,258,234,0,5,82,507
Several people in a large rowboat with oars.,8,138,138,0,3,121,550
A big boat full of a lot of people.,9,162,150,0,5,46,184
"A thick evergreen forest marks the boundary of a dark expanse of water, on which rests a long boat with packages at the rear and people to the fore, several holding long oars. ",33,462,384,0,6,184,682
A teddy bear and a stuffed raccoon sitting on a faded wooden outdoor chair.,14,222,198,0,5,8,14
Two stuffed teddy bears sitting on a wooden chair in a yard.,12,198,186,0,5,18,20
Two stuffed animals are sitting on a broken wooden chair.,10,186,186,0,5,78,136
Two stuffed animals in a wooden outdoor chair.,8,138,138,0,3,103,180
Two little bears sitting on a weathered wood chair.,9,162,162,0,5,535,2703
A dog sitting on a chair underneath a painting.,9,162,138,0,5,28,88
A black and brown large dog sits on an upholstered chair.,11,210,210,0,6,34,124
A dog is sitting on an armchair next to a fridge.,11,198,186,0,5,0,14
A dog relaxes on an armchair in a living room.,10,186,174,0,5,2,18
A black and brown dog sits curled in a flowered wing chair.,12,234,222,0,7,874,6173
a zebra grazes on some green grass next to some trees ,11,186,174,0,5,13,55
A zebra grazes in a field adjacent to trees. ,9,174,162,0,5,26,256
a zebra grazing on some grass beside the woods,9,162,162,0,5,17,53
A zebra out and about eating some grass,8,162,162,0,6,6,66
A zebra eating grass in a grassy yard,8,150,138,0,5,2,14
Two brown and white dogs running in a park. ,9,186,186,0,6,1,4
"Two dogs, on wearing something heavy around its neck, run over the ground.",13,222,222,0,5,1,17
Two dogs running across patchy grass; one chasing the other.,10,174,174,0,5,50,751
two brown dogs walking in the field with their mouth open,11,198,198,0,5,32,146
Two dogs running and playing in the sun.,8,174,174,0,6,1,0
Zebras and rhinos out in the wild on a sunny day ,11,174,174,0,3,104,190
A herd of zebra walking across a grass covered field.,10,186,174,0,5,0,4
 Zebras with feral hogs in a wild habitat.,8,138,138,0,3,60,145
A large open area of land that has several zebra of different sizes and warthogs near them.,17,258,240,0,4,2839,10861
Zebras share a grassland with wild pigs in Africa.,9,162,162,0,5,492,2011
An outdoor area with many animals inluding a zebra and a rhinoceros.  ,12,186,174,0,3,2699,8572
"Some Zebras and cattle are standing together, some eating. ",9,186,186,0,5,668,4166
A bunch of zebras playing on a grassy field.,9,162,150,0,5,114,811
African animals placidly grazing in a park enclosure.,8,162,162,0,5,875,6502
two zebras grazing while a hippo looks at them and some oxen in the background,15,234,234,0,5,188,2889
A skier posing on a steep snowy hill.,8,150,138,0,5,22,17
A female skier stops and poses for a picture,9,174,162,0,6,1822,6516
A woman smiles as she stands in skis on a snowy hill.,12,222,210,0,5,420,1613
A woman on skis on a ski slope posing for a picture.,12,186,144,0,3,2895,10460
Female skier smiling while standing in the snow. ,8,174,174,0,6,78,601
Four bowls of different eatables are kept on the slab.,10,186,186,0,5,642,2553
"Four bowls of snacks: crackers, broccoli and carrots, nuts and dip",11,174,156,0,3,3613,12057
"An assortment of crackers, dip and veggies sitting on a white counter.",12,198,198,0,5,124,538
Four bowls of snacks of vegetables and crackers.,8,138,138,0,3,70,187
a close up of a bowl with vegetables with broccolli,10,162,132,0,3,41,377
A blue plate with a green salad on top of it.,11,174,162,0,3,17,19
We are looking at a plate full of salad.,9,174,174,0,5,638,3134
A plate holds a large salad with broccoli.,8,138,126,0,3,26,472
There is a platter with a salad on white linen.,10,162,150,0,3,346,1887
"A plate of food sitting on a table, it appears to be a salad.",14,246,222,0,5,2683,11551
"The baseball player is participating in an intense game,",9,162,162,0,4,88,214
A baseball game in progress with the batter up to plate.,11,174,174,0,3,43,200
A professional baseball holding his bat at home base.,9,162,162,0,5,558,1196
Baseball players prepare for the next pitch in a game.,10,162,162,0,3,2,96
A batter up to bat at a baseball game.,9,186,174,0,5,12,28
a table full of bananas being sold outside,8,174,174,0,5,80,284
A big bin filled with some ripe yellow bananas.,9,150,150,0,3,32,47
Bananas and apples are being sold at the market.,9,186,186,0,5,100,333
There are many bananas sitting on the shelf.,8,150,150,0,5,32,324
Display for bananas with a euro money sign,8,138,138,0,3,206,528
A pitcher holds his arm far behind him during a pitch.,11,234,222,0,8,14,4
The baseball player is throwing a very intense pitch.,9,174,174,0,4,14,116
"A baseball player pitching a ball on a field,",9,162,138,0,5,22,18
a professional pitcher on the mound getting ready to throw the ball,12,222,210,0,4,18,43
A baseball player throws a pitch while others watch from the dugout.,12,210,198,0,5,4,78
A plate of noodles and broccoli are shown.,8,150,150,0,4,1321,3912
Fried noodles and broccoli dish on a round plate.,9,150,150,0,3,28,71
A very tasty looking dish of pasta with some broccoli.,10,174,174,0,4,9,32
A pasta entree with broccoli on a white plate. ,9,150,138,0,3,3,1
"A plate full of noodles and broccoli, next to a knife and fork.",13,210,180,0,5,82,115
"Hot dog on a roll with cheese, onions, and herbs.",10,162,162,0,3,172,304
"A sandwich has cilantro, carrots, and other vegetables.",8,138,138,0,3,318,1372
A hotdog completely loaded with onions and leaves,8,150,150,0,4,2982,11078
A hand holding a hot dog on a  bun in a  wrapper.,12,186,150,0,3,57,708
The hotdog bun is filled with carrots and greens.,9,162,162,0,4,471,1609
A hand is holding a carrot for a llama to chew. ,11,222,198,0,6,1850,8511
A person feeding a animal a whole carrot.,8,138,114,0,4,11,466
A llama that is being fed a carrot.,8,174,162,0,4,34,299
A llama is biting on  a hand-fed carrot.,8,150,138,0,4,81,1961
Someone feeding a goat a piece of carrot. ,8,138,126,0,4,104,1365
A cup with soda in front of a panini with a side of greens.,14,210,168,0,3,147,718
"There is a cup of pepsi, And a plate of food.",11,174,144,0,3,1177,3096
A pepsi soda on the table with a tray of bread and vegetables,13,198,186,0,3,137,746
A table with a plate of food next to a cup of pepsi.,13,198,156,0,3,170,510
A sandwich with salad on a plate and a cup of pop,12,186,162,0,3,548,2008
A man holding a piece of food by a string.,10,162,138,0,3,35,314
A couple of men standing in front of a building.,10,174,144,0,5,1329,3841
Two men ordering food from a small outside restaurant.,9,162,162,0,5,34,718
Two men getting food at an outside restaurant.,8,150,150,0,5,112,1329
"A man has stick, which is holding some bread, between his fingers.",12,222,222,0,5,33,246
some little stones sitting around a dime ,7,138,138,0,5,931,4421
a quarter is surrounded by some rocks with holes,9,174,174,0,5,515,2852
A dime sits in the middle of a group of stones.,11,186,156,0,5,1228,5781
A coin with a portrait and some rings on the table,11,174,162,0,3,249,1535
A dime surrounded by a bunch of stones with holes in them,12,198,186,0,5,878,3745
A man in a wet suit stands on a surfboard and rows with a paddle.,15,270,234,0,6,51,133
"A paddle boarder on a large, still body of water.",10,162,150,0,3,9,8
A man is holding a long racquet on a surfboard in the middle of the sea.,16,258,222,0,5,2765,10763
"Black and white of a person wearing a wetsuit standing on a surfboard and holding out a paddle, in a large body of water outside.",25,402,336,0,6,34,24
A man with a wet suit on standing on a surfboard in the water.,14,234,210,0,5,55,51
A group of people walking down a mountain road.,9,162,150,0,5,636,5256
A group of people is standing on the side of a road,12,210,180,0,5,101,506
A woman holding something out in her hand,8,162,162,0,5,602,4488
Several people crossing a road with one person having food in their hand.,13,222,222,0,5,244,1259
"A group of people walking across asphalt, dressed informally",9,174,174,0,5,934,5074
Man cutting a cake on the table in the kitchen.,10,174,162,0,5,3,16
A man serving food from a table with the arm of woman around his chest.,15,246,234,0,5,4557,22536
A man is cutting into a cake as someone hugs him.,11,198,186,0,5,780,2329
A man slices and serves a birthday cake.,8,186,174,0,9,22,132
A person hugging another while cutting a cake.,8,162,150,0,6,3,39
A plate holding a grilled cheese sandwich and bowl of soup.,11,174,162,0,3,17,228
A bowl of tomato soup is next to grilled cheese.,10,174,174,0,4,4,21
a plate with a bowl of  tomato soup and two halves of a grilled cheese sandwich.,16,234,192,0,3,11,95
A bowl of tomato soup and two pieces of grilled cheese.,11,174,156,0,3,34,40
a bowl of tomato soup with two grilled cheese sandwiches on a plate ,13,198,186,0,3,7,146
A counter topped with a large white frosted cake sitting next to small pastry.,14,222,210,0,5,52,433
A row of assorted baked goods is behind glass at a store.,12,198,186,0,5,256,1899
There is a window with a cake and other baked goods showing.,12,186,174,0,3,410,1903
People looking into the front window display of a bakery,10,162,162,0,3,3204,14180
A row of several types of pastries on display.,9,150,132,0,3,66,504
A bed in a ten with a colorful ceiling.,9,150,126,0,3,194,718
a black shirt on a hanger blue curtains a bed and pillow,12,198,174,0,4,1892,7334
Child's bed and colorful quilt surrounded by blue plastic walls.,10,174,174,0,5,127,456
A makeshift bedroom is decorated in plastic and cardboard.,9,174,174,0,5,133,497
a bed surrounded with plastic for walls and ceiling ,9,150,150,0,3,176,810
a man glares as other people behind him look on,10,186,186,0,5,2058,8384
A man is on the court holding his racket. ,9,162,162,0,5,3,13
A brunette male tennis player stands ready to receive a serve. ,11,210,198,0,4,136,738
A tennis player anticipating the ball on the court.,9,162,150,0,5,107,651
A man is about to serve a tennis ball.,9,186,174,0,4,124,992
A tennis player prepares to react during a match.,9,186,174,0,5,1594,3535
A man in white is playing on a tennis court.,10,186,174,0,5,35,176
A man in a defensive stance with a tennis racquet.,10,162,138,0,3,9,385
there is a male tennis player playing on the court,10,174,174,0,5,1022,2782
A man that is on a tennis court with a racquet.,11,186,162,0,4,37,462
a man holding a piece of pizza in front of a kid ,12,198,156,0,5,2372,11248
A young man and a small boy are talking about a piece of pizza. ,14,222,198,0,4,28,301
A man with a receding hairline offers a slice of pizza to a toddler.,14,210,174,0,4,48,95
A man feeding pizza to a reluctant toddler.,8,138,126,0,4,2020,9879
A man offering a child a bite of a pizza slice.,11,174,138,0,4,1454,9007
A large slice of pizza with cheese and marinara sauce on a plate. ,13,198,186,0,3,7,55
A sliced of pizza is served on a white plate.,10,186,174,0,5,6,54
A large slice of pizza on a plate ,8,138,126,0,3,5,41
A big slice of pizza on a plate next to a glass of beverage,14,210,168,0,3,62,171
A plate with a slice of pizza sits on a table.,11,186,162,0,5,116,563
A stuffed animal sitting in front of a tooth brush.,10,174,162,0,5,42,87
A toothbrush is being pushed against the stuffed animal,9,186,186,0,5,178,930
A stuffed bunny is holding a tooth brush.,8,150,138,0,4,44,137
A tooth brush sits next to a toy.,8,150,138,0,5,310,1786
a stuffed animal that has a tooth brush,8,150,138,0,4,10,49
Some kids standing up playing wii with each other,9,162,162,0,4,64,677
Some children who are playing video games together.,8,174,174,0,4,7,64
People playing the Wii together in  a room.,8,162,162,0,5,139,299
A group of young children playing with an interactive video game system.,12,198,198,0,5,5,71
A group of young children standing in a room next to each other.,13,210,198,0,5,2,8
An extremely focused man playing with the Wii.,8,162,162,0,5,40,427
"a man with glasses sitting on a chair with a wiimote
",11,186,144,0,5,18,117
"A young man playing with video game controllers.
",8,150,150,0,5,54,182
A serious man is holding video game controllers.,8,150,150,0,4,97,484
A man is staring at something in his hand.,9,162,162,0,4,54,183
Two people play video games while sitting on a couch.,10,198,198,0,6,111,179
A man and woman playing a wii game.,8,138,126,0,3,26,45
A man and woman sitting on a sofa watching tv.,10,174,162,0,5,31,88
A man and woman sitting on a couch playing a video game.,12,198,174,0,5,14,27
A couple sits on a couch while playing wii.,9,186,174,0,6,16,61
A group of people looking at some kind of show or exhibit ,12,186,168,0,3,210,487
A group of people are standing around holding video game controllers.,11,210,210,0,5,158,625
A CROWD OF PEOPLE STANDING AROUND LOOKING AT THE TV,10,174,174,0,4,212,1156
A group of young and older people standing around.,9,186,186,0,6,178,572
a number of people in a room with a person playing nintendo wii,13,198,174,0,3,241,935
