caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
a colorful kite flying by some people in the park ,10,828,828,0,5,72,460
A woman and a young girl holding a kite on a green field.,13,1044,828,0,5,7,29
A group of people standing on a field flying a colorful kite.,12,972,828,0,5,22,24
A kitchen with a teapot on the stove and books on a shelf.,13,972,720,0,3,63,149
A book filled windowsill in between a kitchen and dining room. ,11,828,756,0,3,1070,4097
A kitchen countertop and some books on a shelf.,9,684,612,0,3,3,15
A stove and some books in a kitchen.,8,612,540,0,3,5,6
It is all  kinds of books on the book selves. ,10,756,756,0,3,1024,3898
A woman flies a kite near a young child.,9,756,612,0,5,42,432
"A mother and child fly a kite in a grassy field, with a tower in the background.",17,1332,1116,0,5,23,196
The people fly a kite by the tall stone building.,10,828,756,0,5,198,744
A lady and a little girl flying a kite on a grassy field.,13,1044,828,0,5,16,187
A woman and girl flying a kite near a large castle.,11,900,756,0,5,20,150
A young child holding onto a kite while standing on a green grass covered field.,15,1404,1260,0,6,3,28
A little boy standing on a field with a kite over his head.,13,1116,972,0,5,6,22
Small boy holding a kite over his head waiting.,9,756,756,0,5,286,1806
A child standing outdoors in the yard playing with a kite,11,972,900,0,5,4,35
some douchey kid in vest who is about to fail at kite flying.,13,1260,1260,0,4,2801,8865
a young woman with a slice of pizza in her mouth,11,828,756,0,3,7,25
A young woman is holding a slice of pizza with her mouth.,12,1044,972,0,5,3,3
A woman with a slice of pizza in her mouth next to another woman.,14,1044,936,0,3,1375,3967
a woman holding onto a piece of pizza with her mouth ,11,900,828,0,5,11,70
A young woman poses comically with a piece of pizza in her mouth.,13,1116,1044,0,5,130,356
A laptop computer sitting on a desk next to a smart phone.,12,1044,900,0,5,25,36
The opened  laptop is sitting on the table along with other technological tools.,13,1188,1116,0,5,36,277
A computer sitting on top of a table.,8,684,612,0,5,8,200
"A table with a laptop, phone and other devices sitting on it.",12,972,900,0,5,232,568
A laptop computer is sitting on a desk.,8,756,684,0,5,10,19
A young woman standing in the kitchen pours from a large measuring cup.,13,1116,1044,0,5,4046,18000
A woman standing at a kitchen counter pouring something from a measuring cup.,13,1116,972,0,5,82,571
A woman who is cooking in the kitchen.,8,828,828,0,5,2,1
A woman standing in a  kitchen preparing food.,8,684,612,0,5,2,47
A woman standing in a kitchen making food.,8,684,612,0,5,2,18
An abandoned refrigerator next to a building with a window.,10,756,684,0,3,31,96
An area outside a dwelling that has been flooded with standing water and trash piled up.,16,1476,1476,0,4,1552,5694
a dirty fridge standing in the middle of a patio ,10,828,756,0,5,0,5
The garage is littered with garbage on the floor. ,9,756,684,0,4,1531,6028
"A refrigerator on a patio flooded with water, beverage cans and a beer bottle. ",14,1044,900,0,3,3811,14432
A pen is sitting on top of a laptop.,9,828,756,0,5,384,2566
A wooden table with a purple laptop and orange pen.,10,756,684,0,3,331,1120
A pen sitting on top of an electronic devise,9,756,756,0,5,630,2138
A scale with a musical instrument sitting on top of it.,11,900,828,0,5,1281,4967
A yellow pen on top of a closed lap top computer.,11,828,756,0,3,512,2419
there is a man that is sitting at a table with lots of food,14,1260,1188,0,5,32,20
A man sitting in a chair across from a table topped with food.,13,1044,900,0,5,457,1655
A man sitting by a table with food in bowls and pans ,12,972,900,0,5,57,132
A man sitting near a table with a bunch of food on it,13,1044,900,0,5,89,210
a man sitting in a room with a food on a table,12,1044,828,0,5,81,155
A woman taking a selfie with a mobile phone.,9,756,612,0,5,41,108
There is a woman taking a photo of herself in the mirror,12,972,900,0,5,58,124
A woman holding a cell phone with both hands.,9,756,684,0,5,44,100
a woman holding up a phone to take a picture of herself in a mirror,15,1332,1116,0,6,54,194
There is a phone on top of a calculator,9,684,612,0,3,12,22
A calculator and cell phone lay on a desk in front of a keyboard,14,1188,1044,0,5,60,169
A cell phone on top of a calculator near a computer keyboard.,12,900,756,0,3,3,34
a table with a calculator and phone siting on it,10,828,756,0,5,261,747
A picture of a cell phone Calculator and a computer.,10,756,612,0,3,57,165
"SIX PEOPLE ON A BUS, WITH FIVE OF THEM ON THEIR ELECTRONICS",12,900,900,0,3,197,2414
A group of people using their telephones on a subway car.,11,900,828,0,5,0,15
a close up of people sitting on a public transit train,11,900,828,0,5,6,59
Five people sitting on a subway checking their phones,9,756,756,0,5,1,57
A group of friends riding a subway while using cell phones.,11,972,900,0,6,1,5
A man holding a stick standing next to a  green hillside.,11,900,756,0,5,1,3
Two men with back packs and walking sticks ,8,612,612,0,3,84,543
A man holding a stick while looking up. ,8,828,756,0,6,113,521
two men camping in the woods near rocks,8,756,756,0,5,15,277
a person with a backpack and a walking stick ,9,684,540,0,3,131,1072
a close up of two cell phones near one another ,10,756,756,0,3,5,8
Two mobile devices are lying on a table.,8,756,756,0,5,20,80
Two cell phones of differing quality are set side by side on a table.,14,1404,1260,0,5,164,2028
two cellphones are sitting side by side on the table.,10,1116,972,0,5,5,7
Two cell phones are sitting next to each other on a table.,12,1116,1116,0,5,3,11
Two sets of hands are each holding a cell phone while another hand in the background is holding a glass.,20,1764,1584,0,5,83,431
Two adult hands touching cell phones together as a third watches.,11,972,972,0,5,383,2695
Two men holding smart phones next to each other.,9,756,756,0,5,9,67
Two men are holding phones together to create a linking .,11,1044,1044,0,6,40,271
Two people bump their cell phones together at a party,10,900,900,0,5,0,0
A group of men standing around a sidewalk together.,9,828,756,0,5,76,346
men staning in the street and holding cell phones,9,900,900,0,6,54,134
All of these men are using their cell phones.,9,756,756,0,4,52,348
A group of people on a sidewalk with their mobile phones.,11,828,756,0,3,80,336
"Men are standing on the street behind a barrier, using their cell phones.",13,1260,1260,0,5,60,158
The refrigerators are lined up against the wall.,8,828,756,0,5,0,27
A row of refrigerator freezers sitting next to each other.,10,828,828,0,5,6,70
Various size white refrigerators on display in dark room.,9,684,684,0,3,57,323
Several refrigerators are lined up by a wall.,8,828,828,0,5,2,32
A picture of a variety of refrigerators on display. ,9,684,612,0,3,1,23
Woman in party dress sitting in beauty shop with hair dryer.,11,972,972,0,5,175,1083
a woman in a dress and pale makeup sitting by a table,12,972,828,0,5,27,190
A woman poses in a dress next to a hair dryer. ,11,972,828,0,5,9,85
A model in a blue and white dress sits for a photo. ,12,1116,972,0,6,234,1030
A woman with white makeup is in a salon.,9,684,612,0,3,1,20
A large building with a clock on the front of it,11,828,756,0,3,34,147
A tall clock tower with a large clock on it's face.,11,828,756,0,3,21,68
a clock on a building with  sky background,8,612,540,0,3,51,142
An image of a clock on a building.,8,612,540,0,3,8,32
An clock is encased in the wall of an older building.,11,972,900,0,5,34,243
 a man holding onto a little blond girl ,8,612,540,0,3,72,141
A baby looking over a fathers shoulder watching other people eat.,11,1044,972,0,7,65,267
A man with glasses holds a small child at a restaurant.,11,900,756,0,5,72,227
A man holding a baby girl while seated in a cafe.,11,1044,900,0,6,110,145
He was holding the baby in his chair at the dining table.,12,1044,972,0,5,60,187
A man standing in front of a clock.,8,684,612,0,5,73,289
A man stands with his arms crossed as he looks at a clock.,13,1116,1044,0,5,119,531
A man gazes at an intricately designed clock with roman numerals.,11,900,900,0,4,250,2540
A man looking over an open mechanical clock.,8,612,612,0,3,10,16
A clock that is standing on a table.,8,828,756,0,5,219,3037
Little girl holding up a big stuffed animal with other children in background.,13,1044,1044,0,4,17,146
A girl in plain dress standing next to a white teddy bear.,12,972,900,0,5,12,45
Two girls are holding a huge stuffed bear near a crowd of kids.,13,1116,1044,0,5,83,535
Two girls with a large white teddy bear.,8,612,612,0,3,49,377
Two young children holding a large teddy bear.,8,612,612,0,3,13,150
a couple of people sitting around a table ,8,684,612,0,5,72,171
Three men sitting at a table eating breakfast. ,8,684,684,0,5,10,79
A few men eating an assortment of foods at a table.,11,900,828,0,5,6,31
Young men having a meal at a table.,8,684,612,0,5,5,52
Three young men at a table eating breakfast at a restaurant.,11,900,828,0,5,21,184
well cooked food in a big bowl on a table,10,828,756,0,4,4,192
"A bowl sitting on a plate with cucmbers, lettuce and meat in it.",13,1044,972,0,5,110,579
Two bowls of food with vegetables on top.,8,612,612,0,3,1,9
A bowl filled will all kinds of healthy goodies,9,684,684,0,3,458,4305
A table filled with dishes of very tasty looking food.,10,828,828,0,4,26,160
Men on bikes riding alongside a car on the street,10,828,720,0,5,62,446
Two men ride bikes next to the cars in the street.,11,900,828,0,5,140,642
Two people are riding bikes through the street traffic.,9,828,828,0,5,167,646
Several cars and people at bikes sitting at a red light.,11,900,900,0,5,210,505
A street filled with traffic and men on bikes.,9,684,684,0,3,139,309
Many people are driving motorcycles through an intersection.,8,756,756,0,5,15,136
A gang of bikers driving down a  busy city street.,10,828,756,0,5,1,31
Several motorcycles are parked at a red light in the road in a city with tall buildings.,17,1476,1404,0,5,39,268
a bunch of people on motor scooters riding on a street ,11,900,828,0,5,21,63
Most people negotiate the city streets with motorbikes in this Asian city.,12,1044,1044,0,5,664,3331
Boy standing on a skate board as seen from under the board.,12,1188,1152,0,6,419,3156
There is a young man standing on a skate board.,10,828,756,0,5,14,36
The front edge of a well used skateboard.,8,684,684,0,4,2648,10505
A person that is on top of a skateboard.,9,756,684,0,4,169,1002
A man riding a skateboard on a ramp.,8,684,540,0,5,295,2742
Fish eye angle view of small kitchen with fire extinguisher at far end.,13,972,972,0,3,113,915
A picture of a restaurant interior is taken through a fish-eye lens.,12,1044,900,0,5,848,3782
a long brown and white room with a kitchen,9,828,756,0,6,61,86
"A room with a fire extinguisher, mugs hanging from a shelf and several lights. ",14,1116,972,0,5,149,550
A room that has a fire extinguisher in it.,9,828,756,0,5,77,50
A man taking a selfie while brushing his teeth and looking in the mirror ,14,1404,1332,0,6,19,21
The man is looking into a mirror holding a toothbrush. ,10,972,900,0,5,48,131
A man with a toothbrush taking a selfie in the bathroom mirror,12,972,828,0,5,8,116
A man with glasses looking at himself in the mirror with a toothbrush in his hand. ,16,1332,1260,0,5,35,58
A shocked looking man in the mirror about to brush his teeth.,12,1116,1116,0,4,1427,5172
A bicycle is standing next to a bed in a room.,11,1044,900,0,5,0,0
a black bike rests against a brown bed,8,684,612,0,5,0,10
A black road bicycle leaning against a bed.,8,684,612,0,5,68,451
a black bicycle and a brown bed and a chair,10,756,612,0,3,0,8
A bicycle leaning against a bed in a bedroom.,9,756,612,0,5,0,2
A picture of pink bathroom sink and a mirror.,9,684,612,0,3,40,469
A sink with a cabinet on legs in a bathroom.,10,756,612,0,3,37,288
A sink and mirror in a very small bathroom.,9,756,684,0,4,21,82
I am unable to see an image above.,8,828,828,0,4,3982,16624
An old fashion sink with the cover painted pink near the mirror. ,12,972,900,0,4,85,413
A bathroom vanity sink with a large mirror and hairdryer on the wall.,13,972,900,0,3,121,246
a bath room sink with  large mirror,7,540,540,0,3,72,291
"A bathroom sink with a towel rack, hair dryer and a mirror.",12,900,756,0,3,11,8
A single basin bathroom sink with a granite vanity.,9,684,612,0,3,19,37
a very clean sink in a bathroom and  a towel,10,828,684,0,4,10,159
an old car in front of an old air plane,10,756,612,0,3,15,52
And antique red car is positioned in front of an airplane. ,11,972,972,0,5,2521,13912
A vintage red car in front of a vintage army prop plane.,12,900,756,0,3,41,269
The restored old time car is parked near a four engine airplane.,12,1044,1044,0,5,14,92
A unique car sitting beside an airplane. ,7,612,612,0,5,27,328
Your guess is as good as mine as to what these objects are.,13,828,828,0,5,131,424
